"Id","organizationname","departmentname","jobname"
299,Lakeridge Health Corporation,IMMUNOHAEMATOLOGY - OSHAWA,LABORATORY TECHNOLOGIST
300,Lakeridge Health Corporation,IMMUNOHAEMATOLOGY - OSHAWA,SENIOR LABORATORY TECHNOLOGIST
301,Lakeridge Health Corporation,IMMUNOHEMATOLOGY - PORT PERRY,LABORATORY TECHNOLOGIST
302,Lakeridge Health Corporation,LAB - CENTRAL RECEIVING,CHARGE LAB TECHNOLOGIST (PRE ANALYTICAL)
303,Lakeridge Health Corporation,LAB - CENTRAL RECEIVING,LABORATORY ASSISTANT
304,Lakeridge Health Corporation,LAB - CENTRAL RECEIVING,"TEAM LEAD, LAB ASSISTANT"
305,Lakeridge Health Corporation,"LAB CLIN CHEMISTRY, LHAP",REGISTERED TECHNOLOGIST
306,Lakeridge Health Corporation,"LAB CLIN CHEMISTRY, LHAP",SENIOR TECHNOLOGIST
307,Lakeridge Health Corporation,"LAB HEMATOLOGY, LHAP",REGISTERED TECHNOLOGIST
308,Lakeridge Health Corporation,"LAB HISTO/CYTOLOGY, LHAP",LAB ASSISTANT TECH.
309,Lakeridge Health Corporation,"LAB HISTO/CYTOLOGY, LHAP",MEDICAL DICTA TYPIST - DI
310,Lakeridge Health Corporation,"LAB HISTO/CYTOLOGY, LHAP",PATHOLOGIST ASSISTANT
311,Lakeridge Health Corporation,"LAB HISTO/CYTOLOGY, LHAP",REGISTERED TECHNOLOGIST
312,Lakeridge Health Corporation,"LAB HISTO/CYTOLOGY, LHAP",SENIOR TECHNOLOGIST
313,Lakeridge Health Corporation,"LAB SPECIMEN PROCUREMENT, LHAP",CLERK 2 - LABORATORY RVAP
314,Lakeridge Health Corporation,"LAB SPECIMEN PROCUREMENT, LHAP",LAB ASSISTANT TECH.
315,Lakeridge Health Corporation,"LAB TRANSFER SERVICE, LHAP",REGISTERED TECHNOLOGIST
316,Lakeridge Health Corporation,LABORATORY CLINICAL TRIALS,LABORATORY ASSISTANT
317,Lakeridge Health Corporation,LABORATORY GENERAL,ADMINISTRATIVE ASSISTANT II
318,Lakeridge Health Corporation,LABORATORY GENERAL,"DIRECTOR, LABORATORY & IPAC"
319,Lakeridge Health Corporation,LABORATORY GENERAL,"MANAGER, LABORATORY"
320,Lakeridge Health Corporation,LABORATORY GENERAL,"MANAGER, LABORATORY LHO"
321,Lakeridge Health Corporation,LABORATORY GENERAL,"SUPERVISOR, LABORATORY"
322,Lakeridge Health Corporation,MICROBIOLOGY,CHARGE LABORATORY TECHNOLOGIST
323,Lakeridge Health Corporation,MICROBIOLOGY,LABORATORY ASSISTANT
324,Lakeridge Health Corporation,MICROBIOLOGY,LABORATORY TECHNOLOGIST
325,Lakeridge Health Corporation,MICROBIOLOGY,LABORATORY TECHNOLOGIST-NON REGISTERED
326,Lakeridge Health Corporation,O-PATHOLOGISTS,PATHOLOGIST
327,Lakeridge Health Corporation,PHLEBOTOMY TEAM,LABORATORY ASSISTANT
328,Lakeridge Health Corporation,PHLEBOTOMY TEAM,PHLEBOTOMY TECHNICIAN
329,Lakeridge Health Corporation,ROUTINE CHEMISTRY - BOWMANVILLE,LABORATORY TECHNOLOGIST
330,Lakeridge Health Corporation,ROUTINE CHEMISTRY - CORPORATE,CHARGE LABORATORY TECHNOLOGIST
331,Lakeridge Health Corporation,ROUTINE CHEMISTRY - CORPORATE,LABORATORY TECHNOLOGIST
332,Lakeridge Health Corporation,ROUTINE CHEMISTRY - CORPORATE,SR. LABORATORY TECHNOLOGIST
333,Lakeridge Health Corporation,ROUTINE CHEMISTRY - PORT PERRY,LABORATORY TECHNOLOGIST
334,Lakeridge Health Corporation,SPECIMEN PROCUREMENT - BOWMANVILLE,LABORATORY ASSISTANT
335,Lakeridge Health Corporation,SPECIMEN PROCUREMENT - PORT PERRY,LABORATORY ASSISTANT
336,Lakeridge Health Corporation,INFECTION CONTROL,ADMINISTRATIVE ASSISTANT II
337,Lakeridge Health Corporation,INFECTION CONTROL,HAND HYGIENE AUDITOR
338,Lakeridge Health Corporation,INFECTION CONTROL,INFECTION CONTROL ASSOC.
339,Lakeridge Health Corporation,INFECTION CONTROL,INFECTION CONTROL PROFESSIONAL
340,Lakeridge Health Corporation,INFECTION CONTROL,"MANAGER, IPAC"
341,Lakeridge Health Corporation,INFECTION CONTROL,"SR. MANAGER, INFECTION CONTROL"
342,Lakeridge Health Corporation,REGIONAL IPAC,INFECTION CONTROL ASSOC.
343,Lakeridge Health Corporation,REGIONAL IPAC,INFECTION CONTROL PROFESSIONAL
344,Lakeridge Health Corporation,REGIONAL IPAC,"MANAGER, IPAC"
345,Lakeridge Health Corporation,ONCOLOGY/NEPHROLOGY,CLINICAL EXTERN
346,Lakeridge Health Corporation,"PAEDIATRICS, LHAP",UNIT CLERK
347,Lakeridge Health Corporation,PSYCHIATRY GENERAL,CLINICAL EXTERN
348,Lakeridge Health Corporation,PSYCHIATRY GENERAL,UNIT COORDINATOR
349,Lakeridge Health Corporation,ARC HAND THERAPY CLINIC,PHYSIOTHERAPIST
350,Lakeridge Health Corporation,ARC HAND THERAPY CLINIC,REHAB ASSISTANT
351,Lakeridge Health Corporation,ARC NEURO LHO,PHYSIOTHERAPIST
352,Lakeridge Health Corporation,ARC NEURO LHO,REHAB ASSISTANT
353,Lakeridge Health Corporation,ARC NEURO LHO,SPEECH PATHOLOGIST
354,Lakeridge Health Corporation,ARC PHYSIOTHERAPY - BOWMANVILLE,REHAB ASSISTANT
355,Lakeridge Health Corporation,ARC PHYSIOTHERAPY - PORT PERRY,REHAB ASSISTANT
356,Lakeridge Health Corporation,GERIATRIC ASSESSMENT & INTERVENTION,OCCUPATIONAL THERAPIST
357,Lakeridge Health Corporation,GERIATRIC ASSESSMENT & INTERVENTION,PHYSIOTHERAPIST
358,Lakeridge Health Corporation,ONCOLOGY/NEPHROLOGY,REGISTERED NURSE
359,Lakeridge Health Corporation,ONCOLOGY/NEPHROLOGY,REGISTERED PRACTICAL NURSE
360,Lakeridge Health Corporation,ONCOLOGY/NEPHROLOGY,UNIT CLERK
361,Lakeridge Health Corporation,RAPID ASSESSMENT CLINIC,PHYSIOTHERAPIST
362,Lakeridge Health Corporation,"SPEECH -CC & REHAB PROGRAM, LHAP",SPEECH PATHOLOGIST
363,Lakeridge Health Corporation,SPEECH: MEDICINE,SPEECH PATHOLOGIST
364,Lakeridge Health Corporation,"4E IP SURGERY, LHAP",CLINICAL EXTERN
365,Lakeridge Health Corporation,"4E IP SURGERY, LHAP",REGISTERED NURSE
366,Lakeridge Health Corporation,"4E IP SURGERY, LHAP",REGISTERED PRACTICAL NURSE
367,Lakeridge Health Corporation,"4E IP SURGERY, LHAP",UNIT CLERK
368,Lakeridge Health Corporation,"4E IP SURGERY, LHAP",UNIT COORDINATOR
369,Lakeridge Health Corporation,ACUTE ISU,REGISTERED NURSE
370,Lakeridge Health Corporation,ACUTE ISU,REGISTERED NURSE-TEMP. REG.
371,Lakeridge Health Corporation,ACUTE ISU,REGISTERED PRACTICAL NURSE
372,Lakeridge Health Corporation,ACUTE MEDICINE CLINIC,REGISTERED PRACTICAL NURSE
373,Lakeridge Health Corporation,ACUTE MEDICINE SHORT STAY UNIT,ALLIED HEALTH EXTERN
374,Lakeridge Health Corporation,ACUTE MEDICINE SHORT STAY UNIT,CLINICAL EXTERN
375,Lakeridge Health Corporation,ACUTE MEDICINE SHORT STAY UNIT,"PATIENT CARE MANAGER, AMSSU/ALC"
376,Lakeridge Health Corporation,ACUTE MEDICINE SHORT STAY UNIT,REGISTERED NURSE
377,Lakeridge Health Corporation,ACUTE MEDICINE SHORT STAY UNIT,REGISTERED PRACTICAL NURSE
378,Lakeridge Health Corporation,ACUTE MEDICINE SHORT STAY UNIT,UNIT CLERK
379,Lakeridge Health Corporation,ACUTE MEDICINE SHORT STAY UNIT,UNIT COORDINATOR
380,Lakeridge Health Corporation,"ACUTE MEDICINE, LHAP",CLINICAL EXTERN
381,Lakeridge Health Corporation,"ACUTE MEDICINE, LHAP",REGISTERED NURSE
382,Lakeridge Health Corporation,"ACUTE MEDICINE, LHAP",REGISTERED PRACTICAL NURSE
383,Lakeridge Health Corporation,"ACUTE MEDICINE, LHAP",UNIT CLERK
384,Lakeridge Health Corporation,"ACUTE MEDICINE, LHAP",UNIT COORDINATOR
385,Lakeridge Health Corporation,ALTERNATE LEVEL OF CARE,CLINICAL EXTERN
386,Lakeridge Health Corporation,ALTERNATE LEVEL OF CARE,"PCM, MEDICINE"
387,Lakeridge Health Corporation,ALTERNATE LEVEL OF CARE,PERSONAL SUPPORT WORKER
388,Lakeridge Health Corporation,ALTERNATE LEVEL OF CARE,REGISTERED NURSE
389,Lakeridge Health Corporation,ALTERNATE LEVEL OF CARE,REGISTERED PRACTICAL NURSE
390,Lakeridge Health Corporation,ALTERNATE LEVEL OF CARE,UNIT CLERK
391,Lakeridge Health Corporation,ALTERNATE LEVEL OF CARE,UNIT COORDINATOR
392,Lakeridge Health Corporation,B 2S CONTINUING CARE,CLINICAL EXTERN
393,Lakeridge Health Corporation,B 2S CONTINUING CARE,PERSONAL SUPPORT WORKER
394,Lakeridge Health Corporation,B 2S CONTINUING CARE,REGISTERED NURSE
395,Lakeridge Health Corporation,B 2S CONTINUING CARE,REGISTERED PRACTICAL NURSE
396,Lakeridge Health Corporation,B 2S CONTINUING CARE,UNIT CLERK
397,Lakeridge Health Corporation,B 2S CONTINUING CARE,UNIT COORDINATOR
398,Lakeridge Health Corporation,CARDIOLOGY INPATIENT,CLINICAL EXTERN
399,Lakeridge Health Corporation,CARDIOLOGY INPATIENT,"PCM, CARDIOPULMONARY/ACUTE MED-ALC"
400,Lakeridge Health Corporation,CARDIOLOGY INPATIENT,REGISTERED NURSE
401,Lakeridge Health Corporation,CARDIOLOGY INPATIENT,REGISTERED PRACTICAL NURSE
402,Lakeridge Health Corporation,CARDIOLOGY INPATIENT,UNIT CLERK
403,Lakeridge Health Corporation,CARDIOLOGY INPATIENT,UNIT COORDINATOR
404,Lakeridge Health Corporation,CCC & PALLIATIVE CARE,ALLIED HEALTH EXTERN
405,Lakeridge Health Corporation,CCC & PALLIATIVE CARE,CLINICAL EXTERN
406,Lakeridge Health Corporation,CCC & PALLIATIVE CARE,"PATIENT CARE MANAGER, CHRONIC CARE"
407,Lakeridge Health Corporation,CCC & PALLIATIVE CARE,REGISTERED NURSE
408,Lakeridge Health Corporation,CCC & PALLIATIVE CARE,REGISTERED PRACTICAL NURSE
409,Lakeridge Health Corporation,CCC & PALLIATIVE CARE,UNIT CLERK
410,Lakeridge Health Corporation,CCC & PALLIATIVE CARE,UNIT COORDINATOR
411,Lakeridge Health Corporation,CLIN NUTR: INPATIENTS,CHARGE DIETITIAN
412,Lakeridge Health Corporation,CLIN NUTR: INPATIENTS,DIETITIAN
413,Lakeridge Health Corporation,"CLINICAL NUTRITION, LHAP",DIETITIAN
414,Lakeridge Health Corporation,COMBINED MED/SURG - PORT PERRY,CLINICAL EXTERN
415,Lakeridge Health Corporation,COMBINED MED/SURG - PORT PERRY,PATIENT CARE MANAGER MED/SURG LHPP
416,Lakeridge Health Corporation,COMBINED MED/SURG - PORT PERRY,REGISTERED NURSE
417,Lakeridge Health Corporation,COMBINED MED/SURG - PORT PERRY,REGISTERED NURSE - TEMP REG
418,Lakeridge Health Corporation,COMBINED MED/SURG - PORT PERRY,REGISTERED PRACTICAL NURSE
419,Lakeridge Health Corporation,COMBINED MED/SURG - PORT PERRY,UNIT CLERK
420,Lakeridge Health Corporation,"COMPLEX CONTINUING CARE, LHAP",PERSONAL SUPPORT WORKER
421,Lakeridge Health Corporation,"COMPLEX CONTINUING CARE, LHAP",REGISTERED PRACTICAL NURSE
422,Lakeridge Health Corporation,CONTINUING CARE - BOWMANVILLE,CLINICAL EXTERN
423,Lakeridge Health Corporation,CONTINUING CARE - BOWMANVILLE,REGISTERED NURSE
424,Lakeridge Health Corporation,CONTINUING CARE - BOWMANVILLE,REGISTERED PRACTICAL NURSE
425,Lakeridge Health Corporation,CONTINUING CARE - BOWMANVILLE,UNIT CLERK
426,Lakeridge Health Corporation,CONTINUING CARE EAST - WHITBY,ALLIED HEALTH EXTERN
427,Lakeridge Health Corporation,CONTINUING CARE EAST - WHITBY,CLINICAL EXTERN
428,Lakeridge Health Corporation,CONTINUING CARE EAST - WHITBY,"PATIENT CARE MANAGER, 4TH FLR LHW"
429,Lakeridge Health Corporation,CONTINUING CARE EAST - WHITBY,REGISTERED NURSE
430,Lakeridge Health Corporation,CONTINUING CARE EAST - WHITBY,REGISTERED PRACTICAL NURSE
431,Lakeridge Health Corporation,CONTINUING CARE EAST - WHITBY,UNIT CLERK
432,Lakeridge Health Corporation,CONTINUING CARE EAST - WHITBY,UNIT COORDINATOR
433,Lakeridge Health Corporation,CONTINUING CARE WEST - WHITBY,ALLIED HEALTH EXTERN
434,Lakeridge Health Corporation,CONTINUING CARE WEST - WHITBY,CLINICAL EXTERN
435,Lakeridge Health Corporation,CONTINUING CARE WEST - WHITBY,PATIENT CARE ASSISTANT
436,Lakeridge Health Corporation,CONTINUING CARE WEST - WHITBY,REGISTERED NURSE
437,Lakeridge Health Corporation,CONTINUING CARE WEST - WHITBY,REGISTERED PRACTICAL NURSE
438,Lakeridge Health Corporation,CRITICAL CARE UNIT - BOWMANVILLE,REGISTERED NURSE
439,Lakeridge Health Corporation,CRITICAL CARE UNIT - BOWMANVILLE,UNIT CLERK
440,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,BPSO LEAD
441,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, ICU& PALLIATIV"
442,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, ICU/CCU"
443,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, IPP"
444,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, MED/MED SURGE"
445,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, MEDICINE"
446,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, MEDICINE LHAP"
447,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, MEDICINE OSH/P"
448,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, NICU"
449,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, PAEDIATRICS"
450,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, PALLIATIVE CARE"
451,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, PASS"
452,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, PASS LHB/PP"
453,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, RESPIRATORY"
454,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CLINICAL PRACTICE LEADER, SURGERY"
455,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CPL, ONCLOGY/NEPHROLOGY"
456,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"CPL, SURGICAL ENDO LHO LHB"
457,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,PROFESSIONAL PRACTICE LEADER
458,Lakeridge Health Corporation,CRP PATIENT CARE SPEC/EDUCATION,"SUPERVISOR, CLINICAL EXTERNSHIPS"
459,Lakeridge Health Corporation,DISTRICT STROKE CENTRE,CLINICAL NURSE SPECIALIST
460,Lakeridge Health Corporation,"ENTEROSTOMAL THERAPY, LHAP","CLINICAL NURSE SPECIALIST, WOUND CARE"
461,Lakeridge Health Corporation,GENERAL SURGERY I/P - BOWMANVILLE,CLINICAL EXTERN
462,Lakeridge Health Corporation,GENERAL SURGERY I/P - BOWMANVILLE,REGISTERED NURSE
463,Lakeridge Health Corporation,GENERAL SURGERY I/P - BOWMANVILLE,REGISTERED NURSE-TEMP. REG
464,Lakeridge Health Corporation,GENERAL SURGERY I/P - BOWMANVILLE,REGISTERED PRACTICAL NURSE
465,Lakeridge Health Corporation,GENERAL SURGERY I/P - BOWMANVILLE,UNIT CLERK
466,Lakeridge Health Corporation,GENERAL SURGERY I/P - BOWMANVILLE,UNIT COORDINATOR
467,Lakeridge Health Corporation,ICU/CCU,"CLINICAL PRACTICE LEADER, ICU"
468,Lakeridge Health Corporation,ICU/CCU,"PATIENT CARE MANAGER, CRIT.CARE, LHO"
469,Lakeridge Health Corporation,ICU/CCU,PERSONAL SUPPORT WORKER
470,Lakeridge Health Corporation,ICU/CCU,REGISTERED NURSE
471,Lakeridge Health Corporation,ICU/CCU,REGISTERED NURSE-TEMP. REG
472,Lakeridge Health Corporation,ICU/CCU,UNIT CLERK
473,Lakeridge Health Corporation,ICU/CCU,UNIT COORDINATOR
474,Lakeridge Health Corporation,INPATIENT SURGERY,CLINICAL EXTERN
475,Lakeridge Health Corporation,INPATIENT SURGERY,"PATIENT CARE MANAGER, 7M UROLOGY"
476,Lakeridge Health Corporation,INPATIENT SURGERY,REGISTERED NURSE
477,Lakeridge Health Corporation,INPATIENT SURGERY,REGISTERED NURSE-TEMP. REG
478,Lakeridge Health Corporation,INPATIENT SURGERY,UNIT CLERK
479,Lakeridge Health Corporation,INPATIENT SURGERY,UNIT COORDINATOR
480,Lakeridge Health Corporation,"INTEGRATED BEHAVIOURAL CAR, LHAP",CLINICAL EXTERN
481,Lakeridge Health Corporation,"INTEGRATED BEHAVIOURAL CAR, LHAP","PATIENT CARE MANAGER, MEDICINE LHAP"
482,Lakeridge Health Corporation,"INTEGRATED BEHAVIOURAL CAR, LHAP",REGISTERED NURSE
483,Lakeridge Health Corporation,"INTEGRATED BEHAVIOURAL CAR, LHAP",REGISTERED PRACTICAL NURSE
484,Lakeridge Health Corporation,"INTEGRATED BEHAVIOURAL CAR, LHAP",UNIT CLERK
485,Lakeridge Health Corporation,"INTEGRATED COMPLEX MEDICAL, LHAP",CLINICAL EXTERN
486,Lakeridge Health Corporation,"INTEGRATED COMPLEX MEDICAL, LHAP","PCM, ACUTE MED/INTEGRATED CARE"
487,Lakeridge Health Corporation,"INTEGRATED COMPLEX MEDICAL, LHAP",REGISTERED NURSE
488,Lakeridge Health Corporation,"INTEGRATED COMPLEX MEDICAL, LHAP",REGISTERED PRACTICAL NURSE
489,Lakeridge Health Corporation,"INTEGRATED COMPLEX MEDICAL, LHAP",UNIT CLERK
490,Lakeridge Health Corporation,"INTEGRATED COMPLEX MEDICAL, LHAP",UNIT COORDINATOR
491,Lakeridge Health Corporation,"INTENSIVE CARE UNIT, LHAP","CLINICAL NURSE SPECIALIST, WOUND CARE"
492,Lakeridge Health Corporation,"INTENSIVE CARE UNIT, LHAP","CLINICAL PRACTICE LEADER, ICU"
493,Lakeridge Health Corporation,"INTENSIVE CARE UNIT, LHAP","PATIENT CARE MANAGER, CRCU & RESPIRATORY"
494,Lakeridge Health Corporation,"INTENSIVE CARE UNIT, LHAP",REGISTERED NURSE
495,Lakeridge Health Corporation,"INTENSIVE CARE UNIT, LHAP",SOCIAL WORKER
496,Lakeridge Health Corporation,"INTENSIVE CARE UNIT, LHAP",UNIT CLERK
497,Lakeridge Health Corporation,"INTENSIVE CARE UNIT, LHAP",UNIT COORDINATOR
498,Lakeridge Health Corporation,"INTERMEDIATE NURSERY LVL 2, LHAP",REGISTERED NURSE
499,Lakeridge Health Corporation,MEDICAL UNIT - BOWMANVILLE,CLINICAL EXTERN
500,Lakeridge Health Corporation,MEDICAL UNIT - BOWMANVILLE,"PATIENT CARE MANAGER, MED & MED/SURG LHB"
501,Lakeridge Health Corporation,MEDICAL UNIT - BOWMANVILLE,REGISTERED NURSE
502,Lakeridge Health Corporation,MEDICAL UNIT - BOWMANVILLE,REGISTERED NURSE-TEMP. REG
503,Lakeridge Health Corporation,MEDICAL UNIT - BOWMANVILLE,REGISTERED PRACTICAL NURSE
504,Lakeridge Health Corporation,MEDICAL UNIT - BOWMANVILLE,UNIT CLERK
505,Lakeridge Health Corporation,MEDICAL UNIT - BOWMANVILLE,UNIT COORDINATOR
506,Lakeridge Health Corporation,MEDICAL,CLINICAL EXTERN
507,Lakeridge Health Corporation,MEDICAL,REGISTERED NURSE
508,Lakeridge Health Corporation,MEDICAL,REGISTERED PRACTICAL NURSE
509,Lakeridge Health Corporation,MEDICAL,UNIT CLERK
510,Lakeridge Health Corporation,MEDICAL,UNIT COORDINATOR
511,Lakeridge Health Corporation,"MEDICINE 4 WEST, LHAP",CLINICAL EXTERN
512,Lakeridge Health Corporation,"MEDICINE 4 WEST, LHAP",REGISTERED NURSE
513,Lakeridge Health Corporation,"MEDICINE 4 WEST, LHAP",REGISTERED PRACTICAL NURSE
514,Lakeridge Health Corporation,"MEDICINE 4 WEST, LHAP",UNIT CLERK
515,Lakeridge Health Corporation,"MEDICINE 4 WEST, LHAP",UNIT CLERK II
516,Lakeridge Health Corporation,NEONATAL ICU,REGISTERED NURSE
517,Lakeridge Health Corporation,NEONATAL ICU,REGISTERED NURSE-TEMP. REG
518,Lakeridge Health Corporation,NEONATAL ICU,UNIT CLERK
519,Lakeridge Health Corporation,NUTRITION & FOOD SERVICES - PORT PERRY,DIETARY AIDE
520,Lakeridge Health Corporation,O/T: MEDICINE,OCCUPATIONAL THERAPIST
521,Lakeridge Health Corporation,O/T-REHAB,ALLIED HEALTH EXTERN
522,Lakeridge Health Corporation,O/T-REHAB,OCCUPATIONAL THERAPIST
523,Lakeridge Health Corporation,O/T-REHAB,REHAB ASSISTANT
524,Lakeridge Health Corporation,OCCUPATIONAL THERAPY - LT CARE,ALLIED HEALTH EXTERN
525,Lakeridge Health Corporation,OCCUPATIONAL THERAPY - LT CARE,OCCUPATIONAL THERAPIST
526,Lakeridge Health Corporation,OCCUPATIONAL THERAPY - LT CARE,REHAB ASSISTANT
527,Lakeridge Health Corporation,OCCUPATIONAL THERAPY ISU,OCCUPATIONAL THERAPIST
528,Lakeridge Health Corporation,OCCUPATIONAL THERAPY ISU,REHAB ASSISTANT
529,Lakeridge Health Corporation,O-O/T PAED/NEONATAL,OCCUPATIONAL THERAPIST
530,Lakeridge Health Corporation,ORTHOPEDIC,CLINICAL EXTERN
531,Lakeridge Health Corporation,ORTHOPEDIC,"PATIENT CARE MANAGER, ORTHOPEDICS"
532,Lakeridge Health Corporation,ORTHOPEDIC,REGISTERED NURSE
533,Lakeridge Health Corporation,ORTHOPEDIC,REGISTERED PRACTICAL NURSE
534,Lakeridge Health Corporation,ORTHOPEDIC,UNIT CLERK
535,Lakeridge Health Corporation,ORTHOPEDIC,UNIT COORDINATOR
536,Lakeridge Health Corporation,O-SOC WK: SURGICAL,SOCIAL WORKER
537,Lakeridge Health Corporation,"OT -CC & REHAB PROGRAM, LHAP",OCCUPATIONAL THERAPIST
538,Lakeridge Health Corporation,"PAEDIATRICS, LHAP",REGISTERED NURSE
539,Lakeridge Health Corporation,PATIENT FOOD SERVICE - BOWMANVILLE,DIETARY AIDE
540,Lakeridge Health Corporation,PATIENT FOOD SERVICE - BOWMANVILLE,FOOD SERVICES SUPERVISOR
541,Lakeridge Health Corporation,PATIENT FOOD SERVICES - WHITBY,DIETARY AIDE
542,Lakeridge Health Corporation,"PATIENT FOOD SERVICES, LHAP",DIETARY AIDE
543,Lakeridge Health Corporation,"PATIENT FOOD SERVICES, LHAP",NUTRITION SERVICE REP.
544,Lakeridge Health Corporation,PEDIATRICS,CLINICAL EXTERN
545,Lakeridge Health Corporation,PEDIATRICS,"PCM, PAEDS/NICU"
546,Lakeridge Health Corporation,PEDIATRICS,REGISTERED NURSE
547,Lakeridge Health Corporation,PEDIATRICS,REGISTERED NURSE-TEMP. REG
548,Lakeridge Health Corporation,PEDIATRICS,UNIT CLERK
549,Lakeridge Health Corporation,PGM ADM MEDICINE,"DIRECTOR, MEDICAL SERVICES"
550,Lakeridge Health Corporation,"PHYSIO -CC & REHAB PROGRAM, LHAP",OT/PT ASSISTANT
551,Lakeridge Health Corporation,"PHYSIO -CC & REHAB PROGRAM, LHAP",PHYSIOTHERAPIST
552,Lakeridge Health Corporation,PHYSIO:  ISU,PHYSIOTHERAPIST
553,Lakeridge Health Corporation,PHYSIO:  ISU,REHAB ASSISTANT
554,Lakeridge Health Corporation,PHYSIO:  MEDICINE,CHARGE PHYSIOTHERAPIST
555,Lakeridge Health Corporation,PHYSIO:  MEDICINE,PHYSIOTHERAPIST
556,Lakeridge Health Corporation,PHYSIO:  MEDICINE,REHAB ASSISTANT
557,Lakeridge Health Corporation,PHYSIOTHERAPY - LONG TERM CARE,ALLIED HEALTH EXTERN
558,Lakeridge Health Corporation,PHYSIOTHERAPY - LONG TERM CARE,PHYSIOTHERAPIST
559,Lakeridge Health Corporation,PHYSIOTHERAPY - LONG TERM CARE,REHAB ASSISTANT
560,Lakeridge Health Corporation,PHYSIOTHERAPY - REHABILITATION,ALLIED HEALTH EXTERN
561,Lakeridge Health Corporation,PHYSIOTHERAPY - REHABILITATION,PHYSIOTHERAPIST
562,Lakeridge Health Corporation,PHYSIOTHERAPY - REHABILITATION,REHAB ASSISTANT
563,Lakeridge Health Corporation,PROFESSIONAL PRACTICE ADMIN.,"MANAGER, INTERPROFESSIONAL PRACTICE"
564,Lakeridge Health Corporation,PSW FLOAT POOL,PERSONAL SUPPORT WORKER
565,Lakeridge Health Corporation,RECREATION,ACTIVITIES CONSULTANT
566,Lakeridge Health Corporation,RECREATION,THERAPEUTIC RECREATION ASSISTANT
567,Lakeridge Health Corporation,REHAB IRU,CLINICAL EXTERN
568,Lakeridge Health Corporation,REHAB IRU,"PATIENT CARE MANAGER, ORTHO REHAB, 5G, OT, "
569,Lakeridge Health Corporation,REHAB IRU,REGISTERED NURSE
570,Lakeridge Health Corporation,REHAB IRU,REGISTERED PRACTICAL NURSE
571,Lakeridge Health Corporation,REHAB IRU,UNIT CLERK
572,Lakeridge Health Corporation,REHAB ISU,ALLIED HEALTH EXTERN
573,Lakeridge Health Corporation,REHAB ISU,CLINICAL EXTERN
574,Lakeridge Health Corporation,REHAB ISU,"PATIENT CARE MANAGER, INTEGR. STROKE/5F"
575,Lakeridge Health Corporation,REHAB ISU,REGISTERED NURSE
576,Lakeridge Health Corporation,REHAB ISU,REGISTERED PRACTICAL NURSE
577,Lakeridge Health Corporation,REHAB ISU,UNIT CLERK
578,Lakeridge Health Corporation,REHAB ISU,UNIT COORDINATOR
579,Lakeridge Health Corporation,REHAB RESTORATIVE CARE - WHITBY,CLINICAL EXTERN
580,Lakeridge Health Corporation,REHAB RESTORATIVE CARE - WHITBY,REGISTERED NURSE
